"","Spell","Rune"
"3114","War Cry","Impunity"
"3115","Call of the Ancients","Together as One"
"3116","Wrath of the Berserker","Insanity"
"3117","Tough as Nails","Passive"
"3118","Brawler","Passive"
"3119","Superstition","Passive"
"3120","Nerves of Steel","Passive"
"3121","Hammer of the Ancients","Smash"
"3122","Battle Rage","Swords to Ploughshares"
"3123","Ignore Pain","Contempt for Weakness"
"3124","Wrath of the Berserker","Insanity"
"3125","Furious Charge","Battering Ram"
"3126","Call of the Ancients","The Council Rises"
"3127","Nerves of Steel","Passive"
"3128","Superstition","Passive"
"3129","Rampage","Passive"
"3130","Tough as Nails","Passive"
"3131","Whirlwind","Wind Shear"
"3132","Wrath of the Berserker","Thrive on Chaos"
"3133","Battle Rage","Marauder's Rage"
"3134","Furious Charge","Merciless Assault"
"3135","War Cry","Impunity"
"3136","Call of the Ancients","Together as One"
"3137","Ruthless","Passive"
"3138","Nerves of Steel","Passive"
"3139","Unforgiving","Passive"
"3140","Weapons Master","Passive"
"3141","Frenzy","Maniac"
"3142","Furious Charge","Battering Ram"
"3143","Wrath of the Berserker","Striding Giant"
"3144","Call of the Ancients","The Council Rises"
"3145","Battle Rage","Marauder's Rage"
"3146","War Cry","Impunity"
"3147","Superstition","Passive"
"3148","Rampage","Passive"
"3149","Berserker Rage","Passive"
"3150","Nerves of Steel","Passive"
"3151","Seismic Slam","Shattered Ground"
"3152","War Cry","Impunity"
"3153","Battle Rage","Bloodshed"
"3154","Leap","Death from Above"
"3155","Call of the Ancients","The Council Rises"
"3156","Wrath of the Berserker","Striding Giant"
"3157","Inspiring Presence","Passive"
"3158","Unforgiving","Passive"
"3159","Boon of Bul-Kathos","Passive"
"3160","Rampage","Passive"
"3161","Frenzy","Maniac"
"3162","Furious Charge","Battering Ram"
"3163","Hammer of the Ancients","Thunderstrike"
"3164","Ignore Pain","Ignorance is Bliss"
"3165","Wrath of the Berserker","Striding Giant"
"3166","Call of the Ancients","The Council Rises"
"3167","Tough as Nails","Passive"
"3168","Nerves of Steel","Passive"
"3169","Boon of Bul-Kathos","Passive"
"3170","Berserker Rage","Passive"
"3171","Call of the Ancients","Together as One"
"3172","Whirlwind","Wind Shear"
"3173","Sprint","Battle Rage"
"3174","Marauder's Rage","War Cry"
"3175","Impunity","Wrath of the Berserker"
"3176","Striding Giant","Unforgiving"
"3177","Weapons Master","Passive"
"3178","Superstition","Passive"
"3179","Tough as Nails","Passive"
"3180",NA,"Passive"
"3181","Bash","Punish"
"3182","Whirlwind","Blood Funnel"
"3183","Battle Rage","Marauder's Rage"
"3184","Furious Charge","Merciless Assault"
"3185","War Cry","Impunity"
"3186","Call of the Ancients","Ancients' Blessing"
"3187","Superstition","Passive"
"3188","Tough as Nails","Passive"
"3189","Nerves of Steel","Passive"
"3190","Berserker Rage","Passive"
"3191","Call of the Ancients","Together as One"
"3192","Whirlwind","Wind Shear"
"3193","Furious Charge","Dreadnought"
"3194","Battle Rage","Into the Fray"
"3195","Ignore Pain","Ignorance is Bliss"
"3196","War Cry","Impunity"
"3197","Superstition","Passive"
"3198","Rampage","Passive"
"3199","Weapons Master","Passive"
"3200","Tough as Nails","Passive"
"3201","Frenzy","Maniac"
"3202","Leap","Iron Impact"
"3203","Furious Charge","Battering Ram"
"3204","Call of the Ancients","Together as One"
"3205","Battle Rage","Into the Fray"
"3206","Wrath of the Berserker","Insanity"
"3207","Berserker Rage","Passive"
"3208","Ruthless","Passive"
"3209","Relentless","Passive"
"3210","Boon of Bul-Kathos","Passive"
"3211","Frenzy","Sidearm"
"3212","Hammer of the Ancients","Smash"
"3213","Furious Charge","Battering Ram"
"3214","Overpower","Killing Spree"
"3215","Battle Rage","Marauder's Rage"
"3216","Wrath of the Berserker","Nerves of Steel"
"3217","Berserker Rage","Passive"
"3218","Superstition","Passive"
"3219",NA,"Passive"
"3220",NA,"Passive"
"3221","Frenzy","Maniac"
"3222","Furious Charge","Battering Ram"
"3223","Ignore Pain","Ignorance is Bliss"
"3224","War Cry","Impunity"
"3225","Battle Rage","Into the Fray"
"3226","Rend","Ravage"
"3227","Nerves of Steel","Passive"
"3228","Tough as Nails","Passive"
"3229","Superstition","Passive"
"3230","Inspiring Presence","Passive"
"3231","Bash","Hammer of the Ancients"
"3232",NA,NA
"3233",NA,NA
"3234",NA,NA
"3235",NA,NA
"3236",NA,NA
"3237",NA,"Passive"
"3238",NA,"Passive"
"3239",NA,"Passive"
"3240",NA,"Passive"
"3241","Frenzy","Maniac"
"3242","Furious Charge","Battering Ram"
"3243","Wrath of the Berserker","Insanity"
"3244","War Cry","Impunity"
"3245","Battle Rage","Bloodshed"
"3246","Call of the Ancients","Together as One"
"3247","Superstition","Passive"
"3248","Tough as Nails","Passive"
"3249","Berserker Rage","Passive"
"3250","Relentless","Passive"
"3251","Furious Charge","Merciless Assault"
"3252","Whirlwind","Dust Devils"
"3253","Battle Rage","Bloodshed"
"3254","War Cry","Impunity"
"3255","Call of the Ancients","Together as One"
"3256","Wrath of the Berserker","Striding Giant"
"3257","Berserker Rage","Passive"
"3258","Ruthless","Passive"
"3259","Superstition","Passive"
"3260","Rampage","Passive"
"3261","Frenzy","Maniac"
"3262","Furious Charge","Battering Ram"
"3263","Ignore Pain","Iron Hide"
"3264","Battle Rage","Bloodshed"
"3265","Wrath of the Berserker","Striding Giant"
"3266","War Cry","Impunity"
"3267","Relentless","Passive"
"3268","Superstition","Passive"
"3269","Boon of Bul-Kathos","Passive"
"3270","Berserker Rage","Passive"
"3271",NA,NA
"3272",NA,NA
"3273",NA,NA
"3274",NA,NA
"3275",NA,NA
"3276",NA,NA
"3277",NA,NA
"3278",NA,NA
"3279",NA,NA
"3280",NA,NA
"3281","Whirlwind","Hurricane"
"3282","Leap","Call of Arreat"
"3283","Earthquake","Chilling Earth"
"3284","Battle Rage","Marauder's Rage"
"3285","War Cry","Impunity"
"3286","Call of the Ancients","Together as One"
"3287","Brawler","Passive"
"3288","Inspiring Presence","Passive"
"3289","Superstition","Passive"
"3290","Relentless","Passive"
"3291","Seismic Slam","Permafrost"
"3292","Earthquake","Chilling Earth"
"3293","Battle Rage","Bloodshed"
"3294","War Cry","Impunity"
"3295","Call of the Ancients","Together as One"
"3296","Leap","Call of Arreat"
"3297","Earthen Might","Passive"
"3298","Weapons Master","Passive"
"3299","Superstition","Passive"
"3300","Ruthless","Passive"
"3301","Whirlwind","Dust Devils"
"3302","Furious Charge","Stamina"
"3303","Wrath of the Berserker","Insanity"
"3304","Call of the Ancients","Together as One"
"3305","Battle Rage","Bloodshed"
"3306","War Cry","Impunity"
"3307","Ruthless","Passive"
"3308","Rampage","Passive"
"3309","Superstition","Passive"
"3310","Berserker Rage","Passive"
"3311","Whirlwind","Wind Shear"
"3312","Call of the Ancients","Together as One"
"3313","Threatening Shout","Falter"
"3314","Overpower","Killing Spree"
"3315","War Cry","Invigorate"
"3316","Battle Rage","Bloodshed"
"3317","Nerves of Steel","Passive"
"3318","Inspiring Presence","Passive"
"3319","Tough as Nails","Passive"
"3320","Superstition","Passive"
"3321","Frenzy","Maniac"
"3322","Wrath of the Berserker","Insanity"
"3323","Furious Charge","Battering Ram"
"3324","Battle Rage","Bloodshed"
"3325","War Cry","Invigorate"
"3326","Call of the Ancients","Together as One"
"3327","Relentless","Passive"
"3328","Superstition","Passive"
"3329","Inspiring Presence","Passive"
"3330","Boon of Bul-Kathos","Passive"
"3331","Cleave","Gathering Storm"
"3332","War Cry","Impunity"
"3333","Leap","Toppling Impact"
"3334","Ignore Pain","Iron Hide"
"3335","Wrath of the Berserker","Striding Giant"
"3336","Call of the Ancients","Together as One"
"3337","Ruthless","Passive"
"3338","Berserker Rage","Passive"
"3339","Rampage","Passive"
"3340","Boon of Bul-Kathos","Passive"
"3341","Frenzy","Maniac"
"3342","Furious Charge","Merciless Assault"
"3343","War Cry","Impunity"
"3344","Ancient Spear","Boulder Toss"
"3345","Wrath of the Berserker","Insanity"
"3346","Call of the Ancients","Together as One"
"3347","Boon of Bul-Kathos","Passive"
"3348","Nerves of Steel","Passive"
"3349","Berserker Rage","Passive"
"3350","Superstition","Passive"
"3351","Call of the Ancients","Together as One"
"3352","Furious Charge","Battering Ram"
"3353","War Cry","Impunity"
"3354","Battle Rage","Bloodshed"
"3355","Ignore Pain","Iron Hide"
"3356","Wrath of the Berserker","Insanity"
"3357","Boon of Bul-Kathos","Passive"
"3358","Berserker Rage","Passive"
"3359","Superstition","Passive"
"3360","Ruthless","Passive"
"3361","Earthquake","Cave-In"
"3362","War Cry","Impunity"
"3363","Leap","Call of Arreat"
"3364","Ignore Pain","Iron Hide"
"3365","Call of the Ancients","Together as One"
"3366","Wrath of the Berserker","Striding Giant"
"3367","Berserker Rage","Passive"
"3368","Tough as Nails","Passive"
"3369","Relentless","Passive"
"3370","Superstition","Passive"
"3371","Cleave","Rupture"
"3372","Whirlwind","Wind Shear"
"3373","Leap","Iron Impact"
"3374","Furious Charge","Merciless Assault"
"3375","Sprint","Rush"
"3376","Earthquake","Giant's Stride"
"3377","Nerves of Steel","Passive"
"3378","Brawler","Passive"
"3379","Superstition","Passive"
"3380",NA,"Passive"
"3381","Bash","Pulverize"
"3382","Furious Charge","Battering Ram"
"3383","War Cry","Impunity"
"3384","Battle Rage","Bloodshed"
"3385","Wrath of the Berserker","Insanity"
"3386","Call of the Ancients","The Council Rises"
"3387","Tough as Nails","Passive"
"3388","Superstition","Passive"
"3389","Berserker Rage","Passive"
"3390","Nerves of Steel","Passive"
"3391","Call of the Ancients","The Council Rises"
"3392","Leap","Death from Above"
"3393","Ignore Pain","Iron Hide"
"3394","Battle Rage","Marauder's Rage"
"3395","War Cry","Impunity"
"3396","Earthquake","Molten Fury"
"3397","Rampage","Passive"
"3398","Berserker Rage","Passive"
"3399","Relentless","Passive"
"3400","Ruthless","Passive"
"3401","Frenzy","Maniac"
"3402","Furious Charge","Battering Ram"
"3403","Call of the Ancients","The Council Rises"
"3404","Battle Rage","Bloodshed"
"3405","War Cry","Impunity"
"3406","Ignore Pain","Ignorance is Bliss"
"3407","Bloodthirst","Passive"
"3408","Rampage","Passive"
"3409","Berserker Rage","Passive"
"3410","Brawler","Passive"
"3411","Frenzy","Maniac"
"3412","Wrath of the Berserker","Insanity"
"3413","War Cry","Impunity"
"3414","Furious Charge","Battering Ram"
"3415","Ignore Pain","Iron Hide"
"3416","Call of the Ancients","The Council Rises"
"3417","Nerves of Steel","Passive"
"3418","Rampage","Passive"
"3419","Berserker Rage","Passive"
"3420","Ruthless","Passive"
"3421","Frenzy","Smite"
"3422","Whirlwind","Wind Shear"
"3423","Call of the Ancients","Together as One"
"3424","War Cry","Impunity"
"3425","Battle Rage","Swords to Ploughshares"
"3426","Wrath of the Berserker","Insanity"
"3427","Rampage","Passive"
"3428","Ruthless","Passive"
"3429","Superstition","Passive"
"3430","Inspiring Presence","Passive"
"3431","Frenzy","Maniac"
"3432","Battle Rage","Bloodshed"
"3433","Call of the Ancients","The Council Rises"
"3434","War Cry","Impunity"
"3435","Furious Charge","Battering Ram"
"3436","Wrath of the Berserker","Insanity"
"3437","Berserker Rage","Passive"
"3438","Weapons Master","Passive"
"3439","Relentless","Passive"
"3440","Ruthless","Passive"
"3441","Cleave","Reaping Swing"
"3442","Rend","Blood Lust"
"3443","Whirlwind","Hurricane"
"3444","Furious Charge","Stamina"
"3445","Battle Rage","Marauder's Rage"
"3446","War Cry","Impunity"
"3447","Weapons Master","Passive"
"3448","Rampage","Passive"
"3449","Inspiring Presence","Passive"
"3450","Superstition","Passive"
"3451","Frenzy","Sidearm"
"3452","Whirlwind","Volcanic Eruption"
"3453","Furious Charge","Ignore Pain"
"3454","Contempt for Weakness","Call of the Ancients"
"3455","War Cry","Impunity"
"3456","Weapons Master","Nerves of Steel"
"3457","Berserker Rage","Passive"
"3458","Rampage","Passive"
"3459",NA,"Passive"
"3460",NA,"Passive"
"3461","Frenzy","Smite"
"3462","Furious Charge","Merciless Assault"
"3463","Leap","Toppling Impact"
"3464","Battle Rage","Marauder's Rage"
"3465","War Cry","Impunity"
"3466","Call of the Ancients","Together as One"
"3467","Berserker Rage","Passive"
"3468","Rampage","Passive"
"3469","Superstition","Passive"
"3470","Tough as Nails","Passive"
"3471","Frenzy","Maniac"
"3472","Furious Charge","Battering Ram"
"3473","Leap","Iron Impact"
"3474","Battle Rage","Marauder's Rage"
"3475","War Cry","Hardened Wrath"
"3476","Call of the Ancients","The Council Rises"
"3477","Ruthless","Passive"
"3478","Nerves of Steel","Passive"
"3479","Rampage","Passive"
"3480","Brawler","Passive"
"3481","Cleave","Scattering Blast"
"3482","Furious Charge","Merciless Assault"
"3483","Sprint","Marathon"
"3484","Battle Rage","Bloodshed"
"3485","War Cry","Impunity"
"3486","Call of the Ancients","Together as One"
"3487","Rampage","Passive"
"3488","Berserker Rage","Passive"
"3489","Inspiring Presence","Passive"
"3490","Relentless","Passive"
"3491","Furious Charge","Merciless Assault"
"3492","Call of the Ancients","Together as One"
"3493","Ignore Pain","Iron Hide"
"3494","War Cry","Impunity"
"3495","Battle Rage","Bloodshed"
"3496","Wrath of the Berserker","Insanity"
"3497","Ruthless","Passive"
"3498","Superstition","Passive"
"3499","Berserker Rage","Passive"
"3500","Boon of Bul-Kathos","Passive"
"3501",NA,NA
"3502",NA,NA
"3503",NA,NA
"3504",NA,NA
"3505",NA,NA
"3506",NA,NA
"3507",NA,NA
"3508",NA,NA
"3509",NA,NA
"3510",NA,NA
"3511","Frenzy","Sidearm"
"3512","Whirlwind","Volcanic Eruption"
"3513","Battle Rage","Bloodshed"
"3514","Furious Charge","Merciless Assault"
"3515","War Cry","Impunity"
"3516","Wrath of the Berserker","Insanity"
"3517","Brawler","Passive"
"3518","Juggernaut","Passive"
"3519","Inspiring Presence","Passive"
"3520","Rampage","Passive"
"3521",NA,NA
"3522",NA,NA
"3523",NA,NA
"3524",NA,NA
"3525",NA,NA
"3526",NA,NA
"3527",NA,NA
"3528",NA,NA
"3529",NA,NA
"3530",NA,NA
"3531",NA,NA
"3532",NA,NA
"3533",NA,NA
"3534",NA,NA
"3535",NA,NA
"3536",NA,NA
"3537",NA,NA
"3538",NA,NA
"3539",NA,NA
"3540",NA,NA
"3541","Bash","Hammer of the Ancients"
"3542",NA,NA
"3543",NA,NA
"3544",NA,NA
"3545",NA,NA
"3546",NA,NA
"3547",NA,"Passive"
"3548",NA,"Passive"
"3549",NA,"Passive"
"3550",NA,"Passive"
"3551","Frenzy","Smite"
"3552","Furious Charge","Dreadnought"
"3553","Battle Rage","Bloodshed"
"3554","War Cry","Impunity"
"3555","Call of the Ancients","Together as One"
"3556","Wrath of the Berserker","Insanity"
"3557","Ruthless","Passive"
"3558","Berserker Rage","Passive"
"3559","Superstition","Passive"
"3560","Relentless","Passive"
"3561","Frenzy","Sidearm"
"3562","Wrath of the Berserker","Striding Giant"
"3563","Furious Charge","Cold Rush"
"3564","Battle Rage","Marauder's Rage"
"3565","Sprint","Marathon"
"3566","War Cry","Impunity"
"3567","Weapons Master","Passive"
"3568","Superstition","Passive"
"3569","Berserker Rage","Passive"
"3570","Rampage","Passive"
"3571","Call of the Ancients","Together as One"
"3572","Furious Charge","Battering Ram"
"3573","Battle Rage","Bloodshed"
"3574","Ignore Pain","Iron Hide"
"3575","War Cry","Impunity"
"3576","Wrath of the Berserker","Striding Giant"
"3577","Superstition","Passive"
"3578","Boon of Bul-Kathos","Passive"
"3579","Tough as Nails","Passive"
"3580","Relentless","Passive"
"3581","Frenzy","Maniac"
"3582","Furious Charge","Battering Ram"
"3583","Ignore Pain","Contempt for Weakness"
"3584","Call of the Ancients","Together as One"
"3585","Battle Rage","Bloodshed"
"3586","War Cry","Invigorate"
"3587","Ruthless","Passive"
"3588","Rampage","Passive"
"3589","Superstition","Passive"
"3590","Berserker Rage","Passive"
"3591","Ground Stomp","Wrenching Smash"
"3592","Furious Charge","Battering Ram"
"3593","Ignore Pain","Iron Hide"
"3594","Battle Rage","Into the Fray"
"3595","Wrath of the Berserker","Insanity"
"3596","Call of the Ancients","The Council Rises"
"3597","Ruthless","Passive"
"3598","Boon of Bul-Kathos","Passive"
"3599","Berserker Rage","Passive"
"3600","Superstition","Passive"
"3601","Call of the Ancients","Together as One"
"3602","Wrath of the Berserker","Insanity"
"3603","War Cry","Impunity"
"3604","Furious Charge","Cold Rush"
"3605","Sprint","Marathon"
"3606","Battle Rage","Bloodshed"
"3607","Rampage","Passive"
"3608","Relentless","Passive"
"3609","Ruthless","Passive"
"3610","Berserker Rage","Passive"
"3611","Furious Charge","Stamina"
"3612","Ground Stomp","Wrenching Smash"
"3613","War Cry","Impunity"
"3614","Battle Rage","Bloodshed"
"3615","Ignore Pain","Iron Hide"
"3616","Call of the Ancients","The Council Rises"
"3617","Superstition","Passive"
"3618","Boon of Bul-Kathos","Passive"
"3619","Rampage","Passive"
"3620","Berserker Rage","Passive"
"3621","Frenzy","Maniac"
"3622","Furious Charge","Battering Ram"
"3623","War Cry","Impunity"
"3624","Battle Rage","Bloodshed"
"3625","Call of the Ancients","The Council Rises"
"3626","Wrath of the Berserker","Striding Giant"
"3627","Berserker Rage","Passive"
"3628","Rampage","Passive"
"3629","Superstition","Passive"
"3630","Boon of Bul-Kathos","Passive"
"3631","Call of the Ancients","Together as One"
"3632","Whirlwind","Wind Shear"
"3633","War Cry","Impunity"
"3634","Battle Rage","Bloodshed"
"3635","Sprint","Marathon"
"3636","Ignore Pain","Iron Hide"
"3637","Bloodthirst","Passive"
"3638","Superstition","Passive"
"3639","Rampage","Passive"
"3640","Nerves of Steel","Passive"
"3641","Call of the Ancients","The Council Rises"
"3642","Battle Rage","Marauder's Rage"
"3643","War Cry","Impunity"
"3644","Sprint","Run Like the Wind"
"3645","Furious Charge","Stamina"
"3646","Wrath of the Berserker","Insanity"
"3647","Brawler","Passive"
"3648","Berserker Rage","Passive"
"3649","Ruthless","Passive"
"3650","Weapons Master","Passive"
"3651","Frenzy","Maniac"
"3652","Sprint","Marathon"
"3653","Furious Charge","Battering Ram"
"3654","Battle Rage","Bloodshed"
"3655","War Cry","Impunity"
"3656","Call of the Ancients","Together as One"
